TrackName,TrackType,SessionFlag,CarName,RacePosition,Lap Nbr,PaceMode,OnPitRoad,LapDistPrct %,SessionTime,IsOnTrack,PreviousLap,LapBestLap,LapCompleted,CurrentLapTime,LapBestLapTime,LapDeltaToBestLap,LapDeltaToBestLap_DD,Throttle %,Brake %,Clutch %,Speed (MPH),currentGear,RPM,SteeringWheelAngle (deg),FuelLevelPct,LFtempCL (F),LFtempCR (F),LFtempCM (F),LRtempCL (F),LRtempCR (F),LRtempCM (F),RFtempCL (F),RFtempCR (F),RFtempCM (F),RRtempCL (F),RRtempCR (F),RRtempCM (F),LFwearL %,LFwearM %,LFwearR %,LRwearL %,LRwearM %,LRwearR %,RFwearL %,RFwearM %,RFwearR %,RRwearL %,RRwearM %,RRwearR %,TrackTemp (F),OilTemp (F),WaterTemp (F),AirDensity (lbs/ft^3),AirPressure (bar),AirTemp (F),WindDir (deg),WindVel (MPH),LatAccel (m/s),LongAccel (m/s),VertAccel (m/s),Roll (deg),RollRate (deg/s),Yaw (deg),YawRate (deg/s),Pitch (deg),PitchRate (deg/s),gForces
Darlington Raceway,,"('Practice',)",Chevrolet Silverado,0,0,Not Pacing,True,9,17:06.000183,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,65,100,0,N,1685,0,49,81,81,81,81,81,81,81,81,81,81,81,81,100,100,100,100,100,100,100,100,100,100,100,100,70,171,170,0.07,1.01,71,0,0,-0.02203679109081459,-0.011309628943541485,0.9997012053790078,1,-1,-4,0,-1,-1,0.10204163407349177
Darlington Raceway,,"('Practice',)",Chevrolet Silverado,0,0,Not Pacing,True,9,17:06.000449,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,70,100,0,N,1390,0,49,81,81,81,81,81,81,81,81,81,81,81,81,100,100,100,100,100,100,100,100,100,100,100,100,70,171,170,0.07,1.01,71,0,0,-0.0222070319207801,-0.01110401190627484,0.9995379822212864,1,0,-4,0,-1,-1,0.10202513294016943
Darlington Raceway,,"('Practice',)",Chevrolet Silverado,0,0,Not Pacing,True,9,17:06.000699,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,75,100,0,N,1269,0,49,81,81,81,81,81,81,81,81,81,81,81,81,100,100,100,100,100,100,100,100,100,100,100,100,70,171,170,0.07,1.01,71,0,0,-0.02196188123704947,-0.011159434048772222,0.9994109228602729,1,0,-4,0,-1,-1,0.10201168206167917
Darlington Raceway,,"('Practice',)",Chevrolet Silverado,0,0,Not Pacing,True,9,17:06.000966,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,81,100,0,N,1215,0,49,81,81,81,81,81,81,81,81,81,81,81,81,100,100,100,100,100,100,100,100,100,100,100,100,70,171,170,0.07,1.01,71,0,0,-0.021545677070831545,-0.011767762182441811,0.9984328477025396,1,0,-4,-1,-1,-1,0.10191169625614584
Darlington Raceway,,"('Practice',)",Chevrolet Silverado,0,0,Not Pacing,True,9,17:07.000233,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,5,86,100,0,N,3239,0,49,81,81,81,81,81,81,81,81,81,81,81,81,100,100,100,100,100,100,100,100,100,100,100,100,70,171,170,0.07,1.01,71,0,0,-0.014976822941067508,-0.012795182056990845,0.9934226064263983,1,-1,-4,0,-1,-1,0.10138957986976375
Darlington Raceway,,"('Practice',)",Chevrolet Silverado,0,0,Not Pacing,True,9,17:07.000499,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,91,100,0,N,2573,0,49,81,81,81,81,81,81,81,81,81,81,81,81,100,100,100,100,100,100,100,100,100,100,100,100,70,171,170,0.07,1.01,71,0,0,-0.023356838024598255,-0.014948841871714615,1.0009186226536617,1,0,-4,-1,-1,-1,0.10217374499494641
Darlington Raceway,,"('Practice',)",Chevrolet Silverado,0,0,Not Pacing,True,9,17:07.000749,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,96,100,0,N,1984,0,49,81,81,81,81,81,81,81,81,81,81,81,81,100,100,100,100,100,100,100,100,100,100,100,100,70,171,170,0.07,1.01,71,0,0,-0.02280031838791329,-0.013053073917081718,0.9991419303186321,1,0,-4,0,-1,-1,0.10198849853582212
Darlington Raceway,,"('Practice',)",Chevrolet Silverado,0,0,Not Pacing,True,9,17:08.000016,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,100,100,0,N,1523,0,49,81,81,81,81,81,81,81,81,81,81,81,81,100,100,100,100,100,100,100,100,100,100,100,100,70,171,170,0.07,1.01,71,0,0,-0.021185975799016144,-0.013782773603600706,0.9993958546116446,1,0,-4,-1,-1,-1,0.10201177569579485
Darlington Raceway,,"('Practice',)",Chevrolet Silverado,0,0,Not Pacing,True,9,17:08.000283,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,13,100,100,0,1,1482,0,49,81,81,81,81,81,81,81,81,81,81,81,81,100,100,100,100,100,100,100,100,100,100,100,100,70,171,170,0.07,1.01,71,0,0,-0.02273965653537124,-0.014254408266687732,0.9998396388373729,1,0,-4,-1,-1,-1,0.10206120120490066
Darlington Raceway,,"('Practice',)",Chevrolet Silverado,0,0,Not Pacing,True,9,17:08.000549,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,2,100,100,0,1,3796,0,49,81,81,81,81,81,81,81,81,81,81,81,81,100,100,100,100,100,100,100,100,100,100,100,100,70,171,170,0.07,1.01,71,0,0,-0.021137614619598233,-0.013389732312718661,0.9943940709976367,1,-1,-4,0,-1,0,0.10150090079669881
