TrackName,TrackType,SessionFlag,CarName,RacePosition,Lap Nbr,PaceMode,OnPitRoad,LapDistPrct %,SessionTime,IsOnTrack,PreviousLap,LapBestLap,LapCompleted,CurrentLapTime,LapBestLapTime,LapDeltaToBestLap,LapDeltaToBestLap_DD,Throttle %,Brake %,Clutch %,Speed (MPH),currentGear,RPM,SteeringWheelAngle (deg),FuelLevelPct,LFtempCL (F),LFtempCR (F),LFtempCM (F),LRtempCL (F),LRtempCR (F),LRtempCM (F),RFtempCL (F),RFtempCR (F),RFtempCM (F),RRtempCL (F),RRtempCR (F),RRtempCM (F),LFwearL %,LFwearM %,LFwearR %,LRwearL %,LRwearM %,LRwearR %,RFwearL %,RFwearM %,RFwearR %,RRwearL %,RRwearM %,RRwearR %,TrackTemp (F),OilTemp (F),WaterTemp (F),AirDensity (lbs/ft^3),AirPressure (bar),AirTemp (F),WindDir (deg),WindVel (MPH),LatAccel (m/s),LongAccel (m/s),VertAccel (m/s),Roll (deg),RollRate (deg/s),Yaw (deg),YawRate (deg/s),Pitch (deg),PitchRate (deg/s),gForces
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:46.000916,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,100,100,0,N,1549,4.945313518069931,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,156,0.07,0.99,78,0.0,0,0.021468318626664342,-0.004676208431689139,0.999358718669864,1.2737791605103088,-1,179.83348499699142,-1,0.30540977430300453,-1,0.10200002267291486
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:47.000183,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,100,100,0,N,1549,6.107460386950668,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,156,0.07,0.99,78,0.0,0,0.022514079385090553,-0.00509965242049016,0.9993350955445953,1.2742626098374987,0,179.83363526115318,0,0.3053925654279473,-1,0.1020001716712023
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:47.000449,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,100,100,0,N,1549,7.253573813641624,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,156,0.07,0.99,78,0.0,0,0.022796110822520123,-0.0053772822432561745,0.999418991664377,1.274899204812485,-1,179.8342636385568,0,0.30545355688280135,0,0.10200953085358604
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:47.000716,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,100,100,0,N,1549,6.912441296205807,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,156,0.07,0.99,78,0.0,0,0.021801418059948872,-0.0057020246466122386,0.9997111212587502,1.2745257855639558,-1,179.8342636385568,-1,0.3054020903401883,0,0.10203725202361254
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:47.000966,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,100,100,0,N,1549,6.845355605064764,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.02250164048508888,-0.005726492322913003,0.9992845440008102,1.2746856546792165,0,179.83435926120518,-1,0.30545240962446424,0,0.10199533253737722
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:48.000233,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,100,100,0,N,1549,6.968371153998102,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.02231704380655629,-0.005390950754877259,0.9996777766827535,1.2748902401891995,0,179.83448220461025,-1,0.30534934313710577,0,0.10203483502815092
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:48.000499,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,100,100,0,N,1549,7.29271933532226,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.0215771183690529,-0.005102374046949801,0.9989203784565434,1.274992906470161,-1,179.83430461969184,-1,0.30550203521765257,-1,0.10195575683127979
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:48.000766,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,100,100,0,N,1549,7.756992052643767,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.022293091063348768,-0.005372157215950564,0.9994725568578877,1.275450102257729,0,179.83445488385357,-1,0.30550283563044595,-1,0.10201383489680971
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:49.000016,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,100,100,0,N,1549,8.36693819080966,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.02254396677017212,-0.005299377347229696,0.999057548126314,1.2756793404817475,-1,179.8348100536904,0,0.3056114783269315,0,0.1019720328533145
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:49.000283,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,100,100,0,N,1549,8.635642101626194,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.0225075766459396,-0.005351921788413955,0.9999777806522162,1.2756303552187938,0,179.8348100536904,0,0.3055665751692239,-1,0.10206585386051328
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:49.000549,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,0,100,100,0,1,1549,11.415616178733302,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.023401760240821176,-0.00608756257245786,0.9995548975455529,1.2770890274934146,0,179.83643563871286,0,0.3053938194079902,0,0.10202523830108408
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:49.000816,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,14,100,100,0,1,1809,21.829187257165078,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.025596121035584615,-0.006145011789329676,0.9993902161702224,1.2857855658541333,0,179.84121677113188,0,0.305307241424175,0,0.10201396211732734
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:50.000083,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,19,100,100,0,1,2899,36.92301227565928,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.025172290087475322,-0.005448859462193635,0.9995718128698194,1.2942771985397516,0,179.85066975294316,0,0.30480391517928324,-1,0.10203097622664412
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:50.000333,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,7,100,100,0,1,2810,57.65046440649191,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.025800760611360104,-0.00407876376590476,0.9997900594386606,1.3005762337800901,0,179.86381103690627,0,0.3028781753593099,-1,0.10205420720881941
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:50.000616,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,10,100,100,0,1,2505,80.15540496692867,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.017835174010312763,-0.0036916723066635205,0.9996448209647859,1.31584394773089,0,179.88068160415622,0,0.2990091133183357,-1,0.10202150276193232
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:50.000883,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,12,100,100,0,1,2405,88.4481766948621,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.02238948380424585,-0.003969010485907699,0.9985056613684915,1.3206932753198934,0,179.8860364724655,0,0.2975097267129592,-1,0.10191474854296949
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:51.000149,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,18,100,100,0,1,3076,99.14106323675968,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.024692291938808956,-0.004155011458377468,0.9996481262580335,1.3300823308294278,0,179.89451956741465,0,0.29469040605047775,-1,0.10203690552365997
Autodromo Nazionale Monza,,"('Practice',)",Cadillac V-Series.R,0,0,Not Pacing,True,4,04:51.000399,True,0.0,0,0,00:00.000000,0.0,00:00.000000,0.0,21,100,100,0,1,4245,108.97191160350994,99,120,120,120,120,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,121,200,155,0.07,0.99,78,0.0,0,0.023331941996874793,-0.004270518622024101,0.9988670076920473,1.3365523342424284,0,179.90132243582798,0,0.292223560501766,-1,0.10195393831697444
