TrackName,TrackType,SessionFlag,CarName,RacePosition,Lap Nbr,PaceMode,OnPitRoad,LpDistance,LapDistPrct %,SessionTime,IsOnTrack,PreviousLap,LapBestLap,LapCompleted,CurrentLapTime,LapBestLapTime,LapDeltaToBestLap,LapDeltaToBestLap_DD,Throttle %,Brake %,Clutch %,Speed (MPH),currentGear,GearDisplay,RPM,SteeringWheelAngle (deg),FuelLevelPct,LFtempCL (F),LFtempCR (F),LFtempCM (F),LRtempCL (F),LRtempCR (F),LRtempCM (F),RFtempCL (F),RFtempCR (F),RFtempCM (F),RRtempCL (F),RRtempCR (F),RRtempCM (F),LFwearL %,LFwearM %,LFwearR %,LRwearL %,LRwearM %,LRwearR %,RFwearL %,RFwearM %,RFwearR %,RRwearL %,RRwearM %,RRwearR %,TrackTemp (F),OilTemp (F),WaterTemp (F),AirDensity (lbs/ft^3),AirPressure (bar),AirTemp (F),WindDir (deg),WindVel (MPH),LatAccel (m/s),LongAccel (m/s),VertAccel (m/s),Roll (deg),RollRate (deg/s),Yaw (deg),YawRate (deg/s),Pitch (deg),PitchRate (deg/s),gForces
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:20.000366,True,32.983,12,35,14:54.000640,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2258,0.787,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03699623541972931,0.007438664224898779,0.9989084210721481,2.125,-1,-133.805,-1,0.419,0,0.10200214006059999
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:20.000450,True,32.983,12,35,14:54.000724,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2188,0.91,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.037158483394424485,0.007105384792878115,0.9989546951776128,2.125,0,-133.805,0,0.419,-1,0.10200722520564309
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:20.000516,True,32.983,12,35,14:54.000790,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2146,0.803,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03707509765080599,0.007423138764290999,0.998986775965015,2.125,0,-133.805,-1,0.419,0,0.10201041610460629
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:20.000600,True,32.983,12,35,14:54.000874,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2107,0.926,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03710143670637187,0.007204642323786573,0.9988837285872992,2.124,-1,-133.805,0,0.419,0,0.10199984517842105
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:20.000683,True,32.983,12,35,14:54.000957,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2083,0.803,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03712961068576264,0.0072868622528060615,0.9989873592520586,2.124,0,-133.805,0,0.419,-1,0.10201057971896761
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:20.000783,True,32.983,12,35,14:55.000057,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2057,0.876,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03679895072902014,0.0072731504503497045,0.9989138650845557,2.124,-1,-133.805,-1,0.419,0,0.10200182782447326
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:20.000866,True,32.983,12,35,14:55.000140,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2039,0.965,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03698754079723455,0.007437014616228389,0.9989864843214931,2.124,0,-133.805,0,0.419,-1,0.10201006593895581
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:20.000950,True,32.983,12,35,14:55.000224,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2028,0.82,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03704200826289092,0.007425449887303887,0.9989406962885647,2.124,0,-133.805,-1,0.419,-1,0.10200559404262978
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000033,True,32.983,12,35,14:55.000307,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2020,0.965,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.037113117637012104,0.007098436234072685,0.9989554728936711,2.124,-1,-133.805,0,0.419,0,0.1020071275062558
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000100,True,32.983,12,35,14:55.000374,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2016,0.854,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03708644440657745,0.007395213897075128,0.9989532369600037,2.124,0,-133.805,-1,0.419,-1,0.10200701803425122
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000183,True,32.983,12,35,14:55.000457,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2012,0.999,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.037043846224669164,0.007201122095339402,0.9989117263653956,2.124,-1,-133.805,-1,0.419,-1,0.10200247952152224
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000250,True,32.983,12,35,14:55.000524,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2009,0.91,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03714473057959787,0.00724278306863845,0.9989680135651101,2.124,0,-133.805,-1,0.419,0,0.10200863171222735
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000333,True,32.983,12,35,14:55.000607,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2006,0.91,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03700369663316297,0.007316842295464876,0.9989148372296285,2.124,-1,-133.805,-1,0.419,0,0.10200273073857233
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000400,True,32.983,12,35,14:55.000674,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2005,0.999,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.0370605245885742,0.007402343973593366,0.9989831790282456,2.124,0,-133.805,0,0.419,-1,0.10200997846065935
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000483,True,32.983,12,35,14:55.000757,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2003,0.893,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.037007709769541576,0.007386886866936017,0.9989086155011626,2.124,0,-133.805,-1,0.419,0,0.10200216404687672
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000550,True,32.983,12,35,14:55.000824,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2002,1.055,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03712587400313911,0.0073028403684633585,0.9989691801391974,2.124,-1,-133.805,0,0.419,-1,0.10200872377302327
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000633,True,32.983,12,35,14:55.000907,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2002,0.893,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.037007041419804036,0.007445520126126957,0.9988910196753452,2.124,0,-133.805,-1,0.419,0,0.10200041169816744
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000700,True,32.983,12,35,14:55.000974,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2001,1.105,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03713131497759337,0.0072075974929101845,0.9989826929557092,2.124,-1,-133.805,0,0.419,-1,0.10201005173166218
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000783,True,32.983,12,35,14:56.000057,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2001,0.91,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03698870129541519,0.00744371634132393,0.9990013581411068,2.124,0,-133.805,-1,0.419,0,0.10201159206533625
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000850,True,32.983,12,35,14:56.000124,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,1.105,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03707662877929563,0.007263056850336134,0.9990941979955581,2.124,-1,-133.805,0,0.419,-1,0.10202125551619909
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:21.000933,True,32.983,12,35,14:56.000207,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,0.943,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03704316876107156,0.007563979800688017,0.9989586809724113,2.124,0,-133.805,-1,0.419,-1,0.10200753826912932
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000000,True,32.983,12,35,14:56.000274,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,1.105,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03705498943756601,0.007038410832757978,0.9989169759487886,2.124,-1,-133.805,0,0.419,0,0.10200293869989546
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000083,True,32.983,12,35,14:56.000357,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,0.943,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03708284443185478,0.007462329881514492,0.9989725826469522,2.124,0,-133.805,0,0.419,-1,0.10200902793623218
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000150,True,32.983,12,35,14:56.000424,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,1.055,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.03698668713234251,0.007224802941721878,0.9989184341663978,2.124,-1,-133.805,0,0.419,0,0.10200296496536017
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000233,True,32.983,12,35,14:56.000507,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,1.071,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.037125257298608556,0.007316066098383321,0.9989821096686655,2.124,0,-133.805,0,0.419,-1,0.10201004969799166
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000300,True,32.983,12,35,14:56.000574,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,0.999,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,178,173,0.07,0.99,78,-0.0,0.0,-0.036949350685640696,0.00727172868818075,0.9989241698223272,2.124,-1,-133.805,-1,0.419,0,0.10200344364636267
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000383,True,32.983,12,35,14:56.000657,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,1.122,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,179,173,0.07,0.99,78,-0.0,0.0,-0.03716543119374157,0.007124875542099201,0.9989608196915715,2.124,-1,-133.805,0,0.419,-1,0.10200789021869666
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000450,True,32.983,12,35,14:56.000724,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,0.965,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,179,173,0.07,0.99,78,-0.0,0.0,-0.036985092206832465,0.007350426110288054,0.9988826592277191,2.124,-1,-133.805,-1,0.419,0,0.10199940449043553
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000533,True,32.983,12,35,14:56.000807,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,1.144,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,179,173,0.07,0.99,78,-0.0,0.0,-0.037148357895900715,0.007125229463664763,0.9990531734734864,2.124,-1,-133.805,0,0.419,-1,0.10201724282889528
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000600,True,32.983,12,35,14:56.000874,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,0.943,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,179,173,0.07,0.99,78,-0.0,0.0,-0.03699527542646993,0.007425187863827237,0.9989048241353787,2.124,0,-133.805,-1,0.419,0,0.10200175943858776
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000683,True,32.983,12,35,14:56.000957,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,1.144,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,179,173,0.07,0.99,78,-0.0,0.0,-0.03715814010569565,0.006999193133442652,0.9990114684498638,2.124,-1,-133.805,0,0.419,-1,0.10201293650635693
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000783,True,32.983,12,35,14:57.000057,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,1.071,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,179,173,0.07,0.99,78,-0.0,0.0,-0.03715303330611016,0.00731422357967505,0.9990170096767786,2.124,0,-133.805,0,0.419,-1,0.10201371228674411
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000883,True,32.983,12,35,14:57.000157,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,0.965,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,179,173,0.07,0.99,78,-0.0,0.0,-0.03701644388542992,0.007377663640557929,0.9988637023987997,2.124,0,-133.805,-1,0.419,0,0.10199761039416506
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:22.000966,True,32.983,12,35,14:57.000240,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,1.161,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,179,173,0.07,0.99,78,-0.0,0.0,-0.03711449686783412,0.0070132892369980954,0.9989225171757036,2.124,-1,-133.805,0,0.419,0,0.10200371097937724
Martinsville Speedway,,"('Practice',)",NASCAR Chevrolet Camaro ZL1,1,36,Not Pacing,True,760.6870539227294,29.5,37:23.000050,True,32.983,12,35,14:57.000324,19.871,00:00.000000,0.0,0,100.0,100,0.0,0,N,2000,1.016,99.91,140,126,138,138,138,139,187,177,180,177,174,176,99.63,99.63,99.82,99.68,99.66,99.66,99.55,99.54,99.58,99.61,99.61,99.67,112,179,173,0.07,0.99,78,-0.0,0.0,-0.03703587159711894,0.0075420784354817486,0.9990706720847966,2.124,0,-133.805,-1,0.419,-1,0.10201891328967001
